,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,,
570,4/28/2017,,,,V,V,Female,Employee,"Asphyxiation, Drowning","At 4:45 p.m. on April 28, 2017, an employee was stripping a bathtub in an apartment using Napco White Lightning Low Odor Stripper. The employee was found dead slumped over the bathtub. The employee inhaled methylene chloride, which was in the Napco White Lightning Low Odor Stripper. ",,
571,4/28/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:00 p.m. on April 28, 2017, an employee working on computer passed out and struck head on furniture. The employee was killed from acute cardiopulmonary insufficiency. ",,
572,4/28/2017,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 2:00 p.m. on April 28, 2017, an employee was disengaging the linkage of a 4 by 4 SUV vehicle that he was repossessing.  The employee left the tow truck in drive gear. Once he performed the task underneath the vehicle that he was towing the tow truck moved forward and he got caught in between the pavement and the tire of the vehicle that he was towing. The employee was killed from asphyxiation. ",,
573,4/27/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 3:30 p.m. on April 27, 2017, while conducting logging activities, an employee was crushed by felled trees that were attached to a cable and being removed by a skidder. The employee died at the scene by the time emergency services arrived at the site. ",,
574,4/27/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","On April 27, 2017, Employee #1 was standing on a 25 foot aluminum extension ladder, removing old wooden siding from the gable area of a garage. As the employee transitioned from one extension ladder to a neighboring aluminum extension ladder, the second ladder's bottom gave way, causing the employee to ride the ladder down to the asphalt pavement below. Employee #1 sustained crushing injuries to his left heel and ankle, and was hospitalized. ",,
575,4/27/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 11:00 a.m. on April 27, 2017, Employee #1 was operating a portable table saw, cutting one inch PVC strips for soffit boxing. After a piece of strip became sucked in the spinning blade, Employee #1 reached to retrieve it with one of his hands. That hand contacted the still rotating saw blade and caused severe lacerations to his left index, pointer and ring fingers. Employee #1 was taken to a local hospital where medical staff had to amputate the three fingers due to extensive damage sustained by the rotating saw blade. ",,
576,4/27/2017,,,,V,V,Male,Employee,Laceration,"At 10:45 a.m. on April 27, 2017, Employee #1 was working on the ground cutting logs around a knuckle-boom when a coworker, equipment operator, dropped a log on the Employee #1. Employee #1 was killed from a fractured left femoral artery. ",,
577,4/27/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 10:30 a.m. on April 27, 2017, Employee #1 was working from a scissor lift to install a couplet on a pipe. During work, the employee drove the lift into a floor opening, causing the lift to roll over. Employee #1 sustained broken bones to his ribs and back, and was hospitalized for his injuries. ",,
578,4/27/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 10:00 a.m. on April 27, 2017, Employee #1 was descending a ladder from a roof. The ladder slipped and the employee fell. No injury details were provided. ",,
579,4/27/2017,,,,V,V,Female,Employee,Serious Fall/Strike,"At 9:45 a.m. on April 27, 2017, an employee was locating an exhaust duct access door, located above the ceiling in the kitchen area. The employee fell off a ladder he was using to access an exhaust duct access door and sustained massive head trauma.  His head struck the ground floor and he was killed. ",,
580,4/27/2017,,,,V,V,Male,Employee,Electrocution,"At 1:00 p.m. on April 27, 2017, Employee #1 was pulling wire through a conduit from a 4 foot deep manhole that was half filled with water. After pulling the wire out of the manhole, the employee received an electrical shock from contacting one of the electrical wires that was energized, operating at 277/480 volts. The electrical panel servicing this line had not been deenergized or locked out. ",,
581,4/27/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 1:00 a.m. on April 27, 2017, Employee #1 was opening the gate of a construction elevator. A load of sheetrock was inside of the elevator, stacked against the back wall near the corner of the cab, which tipped forward. The employee became pinned by the fallen sheetrock and fractured one of his legs. ",,
582,4/26/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At April 26, 2017,  an inmate started a fire in the common area of Unit Tan 2, Block D on the downstairs level near the right latrine. An inmate stood over the trash can with his back to the surveillance camera and used some unidentified source to ignite the contents of a gray 50 gallon plastic trash can. Once the contents of the trash can were ignited and flames were visible the inmate moved the trash can out of the corner two to three feet along a waist high wall and then walked across the room. A code was announced by the control room officer indicating that a fire was in Unit Tan 2, Block D. Employee #1's office was located outside the entry way of Blocks D, E and F. Employee #1 ran from her office and entered the control room to retrieve an ABC portable fire extinguisher and then went into Block D to fight the fire. As Employee #1 began to extinguish the fire, the inmate who started the fire approached her from behind and started assaulting her.  An inmate riot/disturbance code was called by the control room officer.  In an attempt to escape the assault, Employee #1 turned to her right running away from the inmate, who then reached around her and threw a bowl of liquid into her face causing her to stop. It was when she stopped to attend to her face that the inmate took the fire extinguisher from Employee #1 and started hitting her with it in her head. As Employee #1 fell to the floor the inmate stood over her and continued striking her in the head several more times which resulted in her death. ",,
583,4/26/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 12:30 p.m. on April 26, 2017, Employee #1 was operating an All Terrain Vehicle (ATV) Honda TXR-250 when he drove onto the road to travel south bound. The employee was struck by a vehicle traveling in the northbound lane. Employee #1 died in a comma one week later. Employee #1 was wearing a helmet at the time of the accident. ",,
584,4/26/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 11:35 a.m. on April 26, 2017, Employee #1 was assisting a foreman in the removal of a skylight in preparation for the rest of the crew to patch and cover the existing hole. The employee walked to the area and helped the foreman remove the skylight without using fall protection. When the two lifted the skylight off of the roof curb, Employee #1 fell through the exposed roof opening and landed on a one inch foam cheerleading mat 22 feet below. Employee #1 sustained a fractured left arm, left hip, and multiple fractures to his back. The employee was hospitalized as a result of the injuries. ",,
585,4/26/2017,,,,V,V,Male,Employee,Head Trauma,"At 11:40 a.m. on April 26, 2017, Employee #1 was cutting out a fan housing and shaft. As the employee cut the housing, the shaft came loose, striking Employee #1 and causing him to fall to the floor. The employee sustained a concussion, two broken wrists, and a fractured tail bone. Employee #1 was hospitalized for his injuries. ",,
586,4/26/2017,,,,V,V,Male,Employee,Puncture,"At 10:45 a.m. on April 26, 2017, Employee #1, a 39 year old male, was operating a Caterpillar Skid Steer track loader. He exited the machine. Employee #2 who was operating the wheel loader picked up a bucket of mulch to be dumped into the tub grinder. During this process, the wheel loader backed up exposing Employee #1 to struck-by and crushing hazards by the rear bumper of the wheel loader. Employee #1 was struck by and caught between the exterior of the skid steer and the rear of a Caterpillar Front End Loader and was killed. ",,
587,4/26/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:30 a.m. on April 26, 2017, an employee was engaged in roofing activities removing roof shingles from a 4:12 pitch roof. The employee fell from the roof to the ground and landed on top of an air compressor. He sustained head and body injuries, and was killed. ",,
588,4/26/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 9:00 a.m. on April 26, 2017, an employee was standing at the edge of the roof were it is believed he was providing hand signals to the Sky Trak telescopic forklift operator below, that was lifting a pallet of roofing rolls onto the roof. As the employee was standing at the edge of the roof he lost his balance and fell roughly 23.7 feet to the ground below. The employee was killed in the fall. ",,
589,4/26/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At, 9:00 a.m. on April 26, 2017, Employee #1 was raising the height of an elevator shaft doorway four inches on the second floor of a building under construction. After the header was raised, the employee had to trim a fiberglass insulation board, which had been installed onto the interior of the elevator shaft. Employee #1 was working from an A-frame ladder and using a utility knife to trim the insulation board. As the employee leaned into the inside of the elevator shaft in order to cut the back of the fiberglass insulation board, he lost his balance and fell over the railing into the elevator shaft and landed on the concrete floor below. Employee #1 sustained a fractured elbow on his right arm and a fractured heel on his right foot. He was hospitalized for his injuries. ",,
590,4/26/2017,,,,V,V,Male,Employee,Fall/strike,"At 7:15 a.m. on April 26, 2017, Employee #1 was operating a Caterpillar 777D dump truck. While offloading dirt and rocks, the soil under the rear right tire gave way, resulting in the dump truck rolling onto its right side. The employee was trapped in the cab, but later rescued by the local fire department personnel. Employee #1 was taken to a nearby hospital , where he was treated for a shoulder strain. He was released the same day. ",,
591,4/26/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 7:30 a.m. on April 26, 2017, an employee was aiding in the manufacture of hot tubs (RotoMold System). The employee emptied plastic material into the bottom mold when the hoist operator began to lower the upper mold into position. The upper mold section became dislodged from the hoist hook and fell onto the employee. The upper mold section weighed approximately 1,200 pounds. The employee was killed from blunt force trauma to chest. ",,
592,4/26/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 6:00 a.m. on April 26, 2017 an employee stacking products onto cart collapsed and died. ",,
593,4/26/2017,,,,V,V,Male,Employee,Head Trauma,"At 3:30 p.m. on April 26, 2017, an employee was working as a teacher in the 2 year old classroom, when a child bumped into the back of her legs. The employee fell striking her arm, back, and head on the ground, killing her. ",,
594,4/26/2017,,,,V,V,Male,Employee,Laceration,"At 2:00 p.m. on April 26, 2017, Employee #1 was standing by a fabricated table holding a 2 inch by 10 inch wooden block for a coworker. The coworker was using a HITACHI nail gun (model number: NR83A) to construct wood frames for skylights on the roof. The nail gun misfired a nail , which struck Employee #1 in his throat. The employee was hospitalized for his injury. ",,
595,4/25/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 12:00 p.m. on April 25, 2017, Employee #1 was working on an 25 foot aluminum extension ladder, removing old wood siding from the gable area of a garage. The employee tried to transition from one extension ladder to another that was next to it. The second aluminum extension ladder was missing the rubber at the bottom of the ladder and gave way, causing Employee #1 to ride the ladder down to the paved asphalt driveway below. The employee crushed his left heel and ankle, and was hospitalized for his injuries. ",,
596,4/25/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 12:00 p.m. on April 25, 2017, an employee standing next to a log that was being removed (choked) from a logging corridor. The Yarder cables that were being used to pull the felled tree up the hill were pulled to the side of the logging corridor due to the load and the position of the felled tree. The operator put tension on the cables causing them to come into contact with the top of 5 trees subsequently knocking 3 of them over and fatally striking the employee standing below.  The employee was fatally struck by a tree 150 feet tall and approximately 12 inches in diameter. ",,
597,4/25/2017,,,,V,V,Female,Employee,"Amputation, Crushing","On April 25, 2017, an employee was operating a radial arm saw.  The employee pulled the saw across his hand when operating it.  The employee amputated his index finger from his left hand and received multiple lacerations to his hand. The employee was hospitalized and treated for his injuries. ",,
598,4/25/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","On April 25, 2017, an employee was cleaning the roof of debris and walked back to the ladder when it started to rain.  The employee slipped off the ladder and broke his right tibia. ",,
599,4/25/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 12:;15 p.m. on April 25, 2017, an employee was assisting a coworker who had completed a tool change-out on the MO 74 Hydraulic Press and was testing its operation.  The press froze prior to completing a full cycle and the employee pointed to what they believed to be the problem.  The employee had his middle finger on the right hand crushed when the press' ram caught it as it closed. The employee was hospitalized and treated for his injuries. ",,
600,4/25/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 11:15 a.m. on April 25, 2017, an employee was draining hydrofluoric acid from a tank.  The employee was splashed by some liquid hydrofluoric acid when the hose disconnected from the flare head because of pressure during the draining and received chemical burns. The employee was hospitalized and treated for chemical burns. ",,
601,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 11:45 a.m. on April 25, 2017, an employee and a coworker were feeding material into a shearing machine.  The employee had his finger under the shear's guard as the coworker stepped on the foot treadle to activate the shear.  The employee caught his middle finger on the right hand and amputated it at the first knuckle. The employee was hospitalized and treated for his injuries. ",,
602,4/25/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 11:15 a.m. on April 25, 2017, Employee #1 and a coworker were adding tape and texture to a recently hung drywall sheet during an office renovation project. The employee was on a 10 foot ladder, approximately eight  feet off the ground. Employee #1 was using an applicator and tried to reach over to the spot on the drywall. The legs of the ladder shifted, causing the employee to lose his balance and fall to the concrete floor below. Employee #1 landed on his side and back. He sustained blunt force trauma to his body, resulting in fractured ribs. The employee was hospitalized for his injuries. ",,
603,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 11:15 a.m. on April 25, 2017, an employee was working with a press brake and amputated a finger.  No additional details were provided in the original accident report. ",,
604,4/25/2017,,,,V,V,Male,Employee,Electrocution,"At 10:30 a.m. on April 25, 2017, an employee was standing by the digger truck about to assist with pole replacement.   The employee came into contact with a power source and was electrocuted. ",,
605,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:00 a.m. on April 25, 2017, Employee #1 was observing the operation of the fan belts. After the power was shut off, but before the belt finished rotating, the employee put his hand on the belt and his thumb was amputated. ",,
606,4/25/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 10:57 a.m. on April 25, 2017, Employee #1 was climbing an extension ladder, holding a paint sprayer gun, attached to a hose, in his right hand. The ladder moved and the employee fell nine feet onto a wooden deck. Employee #1 sustained a compound fracture to his right leg. ",,
607,4/25/2017,,,,V,V,Male,Employee,Electrocution,"At 9:00 a.m. on April 25, 2017, an employee hand picking oranges re-positioned his metal ladder in between tree lines and sustained an electrical shock and was killed. ",,
608,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:10 a.m. on April 25, 2017, an employee was cleaning a gear and caught his thumb between two parts. The employee amputated the tip from his thumb.  The employee was hospitalized and treated for his injuries. ",,
609,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:30 a.m. on April 25, 2017, an employee was operating 90-Ton Pacific Trim Press.  The employee caught the right thumb tip between the point of operation and partially amputated it from his finger. The employee was not hospitalized. ",,
610,4/25/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:00 a.m. on April 25, 2017, a crew of employees was working at the yard of a concrete supplier. The concrete supplier is a concrete plant which had a section of the yard that stockpiles used concrete for recycling. It is at this area of the yard, where used concrete is recycled into stone. The crew consisted of Employee #1, a plant (Horizontal Shaft Impactor) excavator, and Employee #2. Employee #1 and Employee #2 had worked approximately three weeks at the concrete supplier with no supervision or no association with the management. Employee #1 and Employee #2 had a problem with the equipment they were to call the management who would send either a mechanic or field supervisor to the site. Employee #2 broke up the used or excess concrete stored at concrete supplier and loaded the concrete with the use of the excavator onto the impactor's running conveyor belt. Employee #1 with the use of a hand control would remotely run the impactor, so that the impactor would further break up the broken concrete into the required size of rock.  Employee #1 operating the impactor ran the load of broken concrete through the impactor and at some time shut the impactor down. After shutting down the impactor, Employee #1 climbed up onto the impactor and unscrewed the locking bolts of the impactor's rear shell door and opened the impactor's rear clam shell door by the impactor's controls. After Employee #1 opened the chamber's rear door, Employee #1 locked and tagged out the operating panel of the impactor. After locking out the operating panel, Employee #1 entered the impactor's chamber to service or un-jam large rocks from the aprons of the impactor. As Employee #1 stood in the chamber of the impactor, the hydraulic line broke away from the impactor's hydraulic main access cylinder allowing hydraulic fluid to spray out of the cylinder and the line resulting in the cylinder to lose fluid pressure and the impactor's rear door to move forward to the chamber's closed position striking Employee #1 in the upper body and head.  Employee #2 with a new load of broken concrete returned to the impactor and noticed the impactor was shut down. Employee #2 got off the excavator walked around the impactor and seeing hydraulic fluid sprayed over the side of the impactor looked up and saw Employee #1 inside the chamber of the impactor pinned between the rear door and the frame of the impactor. Employee #2 left the impactor and found an employee of concrete supplier who called 911.  The Fire Department arrived on the site, and attended to Employee #1. Employee #1 was pronounced dead. ",,
611,4/25/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 8:00 a.m. on April 25, 2017, Employee #1 was descending a defective extension ladder.  The ladder did not have cleats at the base of the ladder, and was set up on a concrete slab at an angle of 23.75 degrees, which was shallower than the required angle of 14 degrees. This resulted in the ladder being displaced/slipping out from under the employee, causing him to fall to the concrete slab below. Employee #1 sustained fractures to his left arm and right leg, and was hospitalized for his injuries. ",,
612,4/25/2017,,,,V,V,Male,Employee,Laceration,"At 7:15 a.m. on April 25, 2017, Employee #1 was cutting a piece of wood that was 14 inch by 1.5 inch by 1.375 inch, on an unguarded table saw. The wood kicked back, and his right index finger was amputated by the blade and his thumb was also injured. ",,
613,4/25/2017,,,,V,V,Male,Employee,Laceration,"At 7:30 a.m. on April 25, 2017, an employee had just finished a moulding run and was using a local exhaust ventilation in front of vertical cutting spindle number two to suck up wood chips.  The employee caught his hand on the spindle and fractured a knuckle along with cutting three fingers. The employee was not hospitalized. ",,
614,4/25/2017,,,,V,V,Male,Employee,Fire Burn,"At 6:45 a.m. on April 25, 2017, a 70 year old male, was transferring diesel fuel from one tanker truck to another when an explosion occurred.  The employee was transferring the diesel fuel using the top hatch on the truck and it was being dispensed while using a rubber hose with a brass nozzle. The employee was knocked off the truck by the explosion and was found lying on the ground next to the truck.  The fire in the truck extinguished itself without additional fire suppression material being needed. The employee died as a result of the injuries sustained in the incident which included burns, broken bones, and internal bleeding. ",,
615,4/25/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 4:00 p.m. on April 25, 2017, an employee, operator, was trying to get the boom lift closer to the work location.  The operator drove the lift onto the grass, and the ground gave way beneath the lift causing the lift to tilt and fall over.  The boom hit the ground causing Employee #1 and Employee #2 to be ejected 60 feet.  Employee #1 hit a tree and then the ground.  Employee #2 hit the ground next to the tree. Employee #1 was killed from his injuries and Employee #2 was taken to a hospital with a broken right leg, right arm, and pelvis. ",,
616,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 4;00 p.m. on April 25, 2017, an employee was removing a drive shaft from the gear box of a roll press with a coworker.  The employee and coworker began rotating the drive shaft and the employee pinched his fingers in the flange yoke and journal cross section on the end of the drive shaft. The employee was hospitalized and treated for his injuries. ",,
617,4/25/2017,,,,V,V,Male,Employee,Heat Exhaustion,"At 4:45 p.m. on April 25, 2017, Employee #1 was assisting with roofing activity. Work was being performed during extreme heat, which the employee complained of not feeling well. Employee #1 was hospitalized for heat exhaustion. ",,
618,4/25/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 4:30 p.m. on April 25, 2017, Employee #1 was leaning against one side of a 3 foot deep trench, observing the excavator work further down the trench line. A 3 foot by 3 foot portion of the trench sidewall collapsed, falling on the employee's leg. Employee #1 sustained a fractured tibia. ",,
619,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 4:10 p.m. on April 25, 2017, an employee was working at a 80 ton press when a piece of material became jammed.  The press was shut off prior to the employee trying to disengage the material. The feeder was not shut off and continued to feed the material.  The employee's right index finger was caught on the feeder and his first knuckle was amputated. ",,
620,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 2:45 p.m. on April 25, 2017, an employee was installing a conveyor motor cover while the conveyor was not locked out.  The employee 's right hand was caught in by a chain and sprocket and crushed four fingers on the right hand.The employee had the first digit of the index finger amputated later at the hospital. The employee as hospitalized. ",,
621,4/25/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:30 p.m. on April 25, 2017, Employee #1 was placing a 2 inch piece of rolled steel under the a 24,000 pound pellet mill. The employee was wearing gloves. As the machine was being moved into place, the employee's gloves were pulled inbetween the roller and the machine, and his right hand was crushed. ",,
622,4/25/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 2:00 p.m. on April 25, 2017, Employee #1, an electrician's helper, was trying to move electrical switch gear off of a pallet. The switch gear weighed 300 pounds. As Employee #1 started to move the switchgear, it tipped over on him, fracturing his ribs. ",,
623,4/25/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 2:00 p.m. on April 25, 2017, an employee was repairing a timing belt. While completing the repair, the employee discovered an oil leak and was investigating it's cause. The employee opened the panel behind the driver-side front wheel and reached in behind the panel. The employee had his right middle finger caught by the timing belt and amputated it from the hand.  The employee was not hospitalized. ",,
624,4/24/2017,,,,V,V,Female,Employee,Serious Fall/Strike,"On April 24, 2017, an employee was operating a skid sprayer which is used on the rough sections of the golf course. The employee turned to crossover on a bridge and was blinded by a white light. The employee steered left and went through the guard rail into the water below. The machine landed on the employee's ankle. The employee was transported to the hospital. ",,
625,4/24/2017,,,,V,V,Male,Employee,"Bruising, Contusion","On April 24, 2017, an employee was creating a 2 inch by 1 inch angle part from steel stock using an Amada Press Brake.  The employee was using a 1/4 barrier guard to form the stock and caught the tip of their right index finger with the press brake ram. ",,
626,4/24/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 12:25 p.m. on April 24, 2017, an employee was straightening out a piece of wood from the unscramble.  The employee reached over the machine and caught his left hand in the sprocket and chain.  The employee amputated their index finger and middle finger from their left hand. ",,
627,4/24/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 12:30 p.m. on April 24, 2017, an employee was stacking steel tables that weighed approximately 1,300 lbs used to support extruded aluminum products for storage using a fork lift truck.  The employee was struck by a table as it slid off of the forklift and struck him in the left leg, fracturing his femur. ",,
628,4/24/2017,,,,V,V,Male,Employee,Electrocution,"At 12:00 p.m. on April 24, 2017, an employee making HVAC repairs sustained an electric shock and was killed. ",,
629,4/24/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:20 a.m. on April 24, 2017, an employee was troubleshooting a Delta brand wood planer a problem with the planer's electric motor and had removed the guards.  The employee placed their right hand on the top of the motor and came into contact with the planer knife while the machine was in operation.  The employee amputated five fingers from their right hand. ",,
630,4/24/2017,,,,V,V,Male,Employee,Laceration,"At 11:15 a.m. on April 24, 2017, and employee was clearing brush that had been cut by a coworker and reached over the chainsaw as it was being operated.  The employee reached over the moving saw chain and suffered a right wrist laceration when caught by the saw blade. ",,
631,4/24/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 11:15 p.m. on April 24, 2017, an employee was operating a stand up forklift and moving a load to place back in a rack.  The employee attempted to stop the stand up forklift from hitting a rack by using his hand to stop the forklift from running into the rack.  The employee fractured his left hand and needed surgery to fix the fracture.  The employee was hospitalized and treated for his injuries. ",,
632,4/24/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:00 a.m. on April 24, 2017, an employee was moving a heavy metal table on wheels and caught their small finger on the right hand between another table. The employee amputated their right pinky finger. ",,
633,4/24/2017,,,,V,V,Female,Employee,Puncture,"At 10:15 a.m. on April 24, 2017, an employee was assisting with the installation of a beam for a jib crane. The employee began moving a cart while their coworker extended the mast up to lift the beam. The beam became caught on something on the bottom corner and a coworker attempted to jimmy the beam. The sling slipped off of the fork and fell, striking the employee.  The employee suffered five broken ribs and a punctured lung. ",,
634,4/24/2017,,,,V,V,Male,Employee,Head Trauma,"At 10:00 a.m. on April 24, 2017, an employee fell from elevation and was killed. No other details were provided from the accident. ",,
635,4/24/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 10:45 a.m. on April 24, 2017, an employee was walking down the hallway from his office to get some cleaning supplies from a storage room. The employee apparently collapsed and a coworker found him laying on the floor. The employee was taken to the hospital still faintly breathing and he died at the hospital. ",,
636,4/24/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:51 a.m. on April 24, 2017, an employee was on a A-Frame ladder fixing a rolling door. He had started to descend off the ladder, when the employee leaned off to the side of the ladder and recovered. The employee took one more step down the ladder bent over onto the ladder and he tried to go down another step when he started having serious distress. His body was jerking. He then let go with both hands simultaneously and fell off the ladder head first. The employee fell onto the concrete and sustained a head injury. He was killed from head injury and remote myocardial infarction. ",,
637,4/24/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:15 a.m. on April 24, 2017, an employee was cutting boards using a chop saw.  The employee reached under the chop saw's guard and accidentally triggered the pedal.  The employee amputated two fingers from his left hand. The employee was not hospitalized. ",,
638,4/24/2017,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 8:30 a.m. on April 24, 2017, an employee was supervising a class of children. The employee suffered an allergic reaction to peanuts when one the children who had been eating some candy that had peanuts in it. The child touched the employee's face and arms and the employee had to be taken to the hospital suffering a life threatening allergic reaction that compromised their breathing. ",,
639,4/24/2017,,,,V,V,Male,Employee,Laceration,"At 8:30 a.m. on April 24, 2017, an employee was cutting off some excess aluminum casting/sprue from a part that was secured vertically in a vise.  The employee twisted the part and vise while using the vertical band saw and the employee's hand was lacerated by the saw blade.  The employee amputated the distal on their middle finger and index finger. ",,
640,4/24/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 7:45 a.m. on April 24, 2107, two employees were using a Utility Task Vehicle (UTV) to check for flooded fields on their employer's farm. Employee #1 and Employee #2 were driving along the fog line on HWY 129 in order to cross over to another portion of the farm further down the road. When the UTV slowed and began to turn they were struck from behind by a truck traveling in the same direction. It was determined neither employee was wearing a seatbelt or helmet, as required by the manufacturer. The roll-bar mounted lights were in use at the time of the incident. The speed limit for the hwy is 55mph. Employee #1 later died and Employee #2 was injured. ",,
641,4/24/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 4:15 p.m. on April 24, 2017, an employee was driving a semi tractor-trailer with bio-solid sludge in the bed.  The employee began making a left hand turn onto a country road from a right hand lane and the trailer tipped over onto the passenger side.  The employee suffered a 6 inch crack in his pelvic bone and multiple vertebrae fractures.  The employee was hospitalized and treated for his injuries. ",,
642,4/24/2017,,,,V,V,Female,Employee,"Amputation, Crushing","At 4:00 p.m. on April 24, 2017, Employee #1 was attempting to clean mud off of a metal drill shaft bolt hole. As the employee stuck his finger in the bolt hole to clean it, the shaft moved, pinching his finger and causing a partial amputation to the tip of his right index finger. ",,
643,4/24/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 4:30 p.m. on April 24, 2017, Employee #1 was climbing down a job-made wooden ladder. The employee grabbed the hand rail clamp instead of the ladder side rail and fell. Employee #1 sustained two broken ribs, two fractured vertebrae and an injury to the back of his head. He was hospitalized for his injuries. ",,
644,4/24/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 3:00 p.m. on April 24, 2017, an employee rigging a telecommunication box to be removed by a mobile crane that was stationed on the side of the road. The mobile crane that was being operated outside of its load chart, tipped over on its side, fatally injuring the employee. The employee was crushed and killed by the crane. ",,
645,4/24/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 3:00 p.m. on April 24, 2017, Employee #1 was dismantling a scaffold and removed one of the two platforms from the top of the scaffold. The employee decided to fix a portion of the wall that he noticed while dismantling. Employee #1 climbed back up to top of scaffold to spackle the wall. He forgot that he had removed the platform, and fell approximate 15 feet, hitting the scaffold on the way down. Employee #1 sustained a fractured pelvis. ",,
646,4/24/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 2:30 p.m. on April 24, 2017, an employee was operating a slitter.  The employee was removing a jammed part and suffered an amputation.  The initial accident report does not indicate what body part was amputated; only that the employee was injured while clearing the slitter.  The employee was hospitalized and treated for his injuries. ",,
647,4/24/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 2:15 p.m. on April 24, 2017, and employee was feeding paper sheets containing strips of bacon into a paper interlever machine.  The employee placed his hand under an inadequate machine guard.  The employee's hand was caught and received crushing injuries to right thumb, index, middle, and ring fingers. Index finger damage was extensive enough to require surgical amputation at first knuckle. ",,
648,4/24/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 2:45 p.m. on April 24, 2017, two maintenance employees worked to install a bearing on a Raymond High-Lift powered industrial truck.  The work was performed indoors in the Maintenance Shop.  The employees stood on a 6 riser Tri-Arc Mobile Ladder Stand, (serial: 09973, capacity: 450 pounds, tread width: 16 inches, top step height: 57.5 inches).  The ladder stand was placed sideways next to the forklift.  Employee #1 stood on the top step to install the bearing while Employee #2 stood on the lower steps and pried the mast apart using 14-inch long screwdriver.  The lateral force caused the ladder stand to kick out and the employees fell.  Employee #1 fell and hit his head on the concrete resulting in a skull fracture.  Employee #2 grabbed the forks of the forklift and did not fall to the floor.  Employee #1 was hospitalized until May 14, 2017 when he was released to home.  On May 19, 2017, the employee died from a blood clot. ",,
649,4/24/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 1:00 p.m. on April 24, 2017, Employee #1 was working from a scaffold. The employee tried to move from one board of the scaffold to another board. The board slipped, and Employee #1 fell 12 feet to the ground below. The employee sustained scrapes and bruises and was hospitalized for his injuries. ",,
