,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
2539,1/13/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 7:10 a.m. on January 13, 2017, Employee #1, employed by a construction contractor, was working at the construction site of a five-story commercial building.  He was removing strapping material from a trailer when he was struck by a rolling rough terrain forklift.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fractured jaw. "
2540,1/13/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 6:15 a.m. on January 13, 2017, an employee was rewinding the label on a label machine by using her right hand by jogging the machine forward and was using her left hand to load the paper on the paper winder. She had a glove on her left hand and while using her hand to guide the paper onto the cardboard core. In order, for the paper to start and wrap around the core the tip of her glove was caught causing her hand to wrap around the post and the cardboard core. When her hand wrapped around the post the employee sustained a left hand fracture and dislocated her fifth index compound fracture and a fourth index fracture. "
2541,1/13/2017,,,,V,V,Female,Employee,Fire Burn,"At 6:30 p.m. on January 13, 2017, an employee with a temporary worker status was rocking a torugh back and forth to movie it to another area.  The trough was filled with approx. 1,000 lbs. of water with a temperature between 150 degrees F. and 160 degrees F.  As the employee rocked the trough, the water moved in a wave toward the employee and splashed onto his right arm and into his right boot.  He recevied a severe burn to his right arm, and second degree burns to his right foot. "
2542,1/13/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 5:15 p.m. on January 13, 2017, an employee was unloading a stamped part from press.  The employee's right pinky finger was caught between coil steel and edge of stamping die. As the employee was removing the finished part from the machine press which was locked, the employee's pinky finger was amputated. amputated. "
2543,1/13/2017,,,,V,V,Male,Employee,Head Trauma,"On January 13, 2017, an employee was working on the roof of the new student center building. There was an opening or a hole cut in the roof and covered by a sheet of Plywood which was not marked or secured to the roof.  Apparently, at approximately 10:30 a.m., the employee picked up the plywood and started walking, not realizing that the plywood was covering a hole or the opening. The employee walked into the hole or opening and fell 25 feet to the concrete floor below. The employee was found by his foreman after someone else saw a hardhat lying on the roof. The employee sustained serious injuries and died at 11:36 a.m. at the hospital. "
2544,1/13/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 3:30 a.m. on January 13, 2017, an employee was unjamming plastic in a grinder by wiggling the grinder blades manually.  The grinder unjammed and the employee's middle, ring, and pinky finger on left hand were amputated. "
2545,1/13/2017,,,,V,V,Male,Employee,Fire Burn,"At 2:15 p.m., Employee #1 and Employee #2 were performing pre-job planning for work to be done at a later date.  Employee #1 opened the electrical box and an arc flash occurred.  Employees suffered burns. "
2546,1/13/2017,,,,V,V,Male,Employee,Fire Burn,"At 2:15 p.m. on January 13, 2017, Employees #1 and #2, employed by an electrical contractor, were engaged in pre-planning work for a job to be done at a later date.  They opened an electrical panel, and an arc flash occurred. Emergency services were called, and both employees were transported to the hospital.  They both were admitted and treated for burns, including burns to the face. "
2547,1/13/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 1:15 p.m. on January 13, 2017, Employee #1 was standing inside a pond with two other employees sorting fish to be taken to another pond. There was a John Deere Backhoe Loader 710J parked on an uneven embankment next to the employees in the pond.  Another employee was moving the bucket to lift fish out and transfer them to a parked tractor adjacent to the backhoe. The tractor had a tank full of water attach to it where the fish are dumped.  The employee operating the bucket of the backhoe felt the backhoe starting to tip towards the pond. The bucket came down, hit Employee #1 on the head and pinned him under the water. The three employees pulled Employee #1 out of the water. Coworkers attempted to perform CPR until paramedics arrive. When the paramedics arrived they continued CPR and Employee #1 was pronounced dead at 12:36pm. The pond was approximately 20 feet in diameter and approximately 2 ? feet deep. After the tip over, the backhoe was laying on its left side, with the bucket laying inside the pond approximately 116 inches from the edge of the pond. There were skid marks on the dirt where the stabilizer legs slid approximately 76 inches from its original resting point. There were skids marks from the rear tire. Also, there was noticeable soil erosion surrounding the pond. The ground was made of sandy dirt and the ground near the pond appeared damp from recent rains. "
2548,1/13/2017,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At approximately 1:55 p.m. on January 13, 2017, an employee arrived at the business to drop off a trailer and to pick one up.  After the trailer was dropped, the employee moved his truck, without a trailer attached, down to the bottom of the parking lot.  The employee then got out of his truck and walked to the front, kneeling in front of the truck.  The truck began to roll forward and the employee did not get out of the way before the truck pinned him underneath the tire.  The employee received blunt chest trauma and was killed. "
2549,1/12/2017,,,,V,V,Male,Employee,Laceration,"On January 12, 2017, Employee #1, employed by a construction company, was working at an oil pipeline construction site.  He was working in an excavation measuring 10 feet deep by 12 feet wide and welding a section of pipeline.   A spoils pile collapsed and caused the sides of the excavation to cave in and the pipeline to be displaced.  Employee #1 was crushed between the pipeline and a trench box.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple contusions, bruises, and sprains. "
2550,1/12/2017,,,,V,V,Female,Employee,Laceration,"At 12:30 p.m. on January 12, 2017, an employee was operating a dewalt 12"" sliding compound miter saw.The employee's glove got caught in the blade pulling it in to the saw, causing a laceration. "
2551,1/12/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 12:15 p.m. on January 12, 2017, Employee #1 and Coworker #1, employed by a construction company, were working at a multiemployer construction site for a residential building.  They were installing a trim board on the eve of the house's roof.  Employee #1 had used an aerial lift to transport the trim board up to the roof.  He stepped out of the lift basket and detached his fall protection lanyard from the lift.  As he held the trim board for Coworker #1, Employee #1 stepped on tape that was holding down the roof's vapor barrier. He slipped and fell, a fall height of 13 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fractured foot.  Employee #1's injury required surgery. "
2552,1/12/2017,,,,V,V,Male,Employee,Laceration,"At approximately 11:30 a.m. on January 12, 2012, an employee was installing roof trusses.  The employee tried to reach for a 2 by 4 purlin while standing on roof truss. He fell approximately 10 feet from unsecured roof truss while reaching for the purlin.  There were rocks on the ground when employee landed and struck his head. The employee sustained blunt force trauma to his head and was killed. "
2553,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 11:45 a.m. on January 12, 2017, an employee was attempting to remove a log that was jammed on the energized Edger Unscrambler Conveyor. The log fell back onto the conveyor, trapping the employee's right hand between the log and the conveyor, resulting in partial amputation of the ring finger. "
2554,1/12/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 11:38 a.m. on January 12, 2017, an employee slipped on the stairs, fell, and tore tendons in his upper legs. "
2555,1/12/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At approximately 10:45 a.m. on January 12, 2017, an employee was cutting a tree branch that was not hoisted while standing on a ladder. The branch fell onto the ladder and ricocheted the employee where he fell head first onto the root of the tree below him. The employee sustained a head injury and is killed.    	 "
2556,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:30 a.m. on January 12, 2017, an employee was operating an automated gang saw or flat bed saw. The employee loaded a new part and reached into the point of operation to clean out debris. The clamp came down, caught his hand, and partially amputated the little finger on his left hand. "
2557,1/12/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"Employee was using a pressure washer to clean the inside of a 500 barrel frack tank. While cleaning the inside of the tank the employee fell unconscious and wound up submerged in the frac fluid leading to an aspiration of petroleum products. When management went to check on the employee he was found unconscious and partial submerged in the tank water.	 "
2558,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:30 a.m. on January 12, 2017, an employee was performing maintenance of a Filet Machine 184.  The machine was not locked out tagged out and a coworker turned the power source on.  The chain moved and resulted in an amputation. "
2559,1/12/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 10:40 a.m. on January 12, 2017, Employee #1, a teacher employed by a school district, was watching students playing a game of foursquare.  One of the students inadvertently backed into the teacher and knocked her to the ground. Emergency services were called, and Employee #1 was transported to the hospital.  She was admitted and treated for a fractured hip. "
2560,1/12/2017,,,,V,V,Male,Employee,Laceration,"At 10:10 p.m. on January 12, 2017, an employee was using a bridge crane to move a suspended load of bundled rebar overhead that weighed approximately 2,000 pounds.  The soft steel #9 SWG wire used to bundle the rebar was intended only as a packaging tie, which was used as a lifting device to hoist the bundle of rebar. The wire failed and caused the load to disengage and strike the employee. The employee sustained a compound fracture to his lower left leg. "
2561,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:00 a.m. on January 12, 2017, an employee was placing pieces, one at a time, onto a die and pressing down the piece with her left hand, then activating the Niagara power operated press #10 punch press with her right hand. The process was performed from the right side of the punch press #10 with a one hand button located on the right side of the machine. The employee was unaware of where her left hand was when she pressed the button to activate with her right hand, crushing her left hand and resulting in the amputation of three fingers. "
2562,1/12/2017,,,,V,V,Male,Employee,Laceration,"At 8:45 a.m. on January 12, 2017, an employee was placing lumber material on the shop table saw in preparation for cutting operations.  The saw amputated the employee's right hand thumb. "
2563,1/12/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 8:30 p.m. on January 12, 2017, an employee was caught in-between powered industrial truck 's body and mast and was killed. "
2564,1/12/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 8:00 a.m. on January 12, 2017, and employee finished repairing the first roof leak and went to the second roof leak with two coworkers. The employee went back to the first repair and got a caulking gun. After he got the caulking gun, the employee stepped through a fiberglass panel skylight and fell approximately 14 feet to the concrete floor below. The employee was killed. "
2565,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 7:30 a.m. on January 12, 2017, an employee was cutting meat  with band saw when it split apart.  The employee's hand slipped into the moving blade and amputated hisright index finger at its first knuckle.  The employee was hospitalized and his finger was reattached by surgery. "
2566,1/12/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 7:16 a.m. on January 12, 2017, an employee was spotting a truck that was backing up to a sand silo at a gas well hydraulic fracturing site. The employee crossed into the path of the backing truck and was pinned between the truck's bumper and a support beam on the sand silo. The employee received crushing injuries to his left side at the hip and was killed. "
2567,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 7:30 a.m. on January 12, 2017, an employee was operating an Edgar chipper machine.  The employee entered the in-feed end of the conveyor belt to remove a board that had fallen from the conveyor belt.  As the employee retrieved the board, his shirt was caught in an adjacent roller bed conveyor drive shaft and was pulled into the conveyor.  The employee suffered an amputation at his left arm elbow, multiple contusions to his right side, and broke several ribs in his right side.  The employee was hospitalized. "
2568,1/12/2017,,,,V,V,Female,Employee,Electrocution,"At 7:00 p.m. on January 12, 2017, an employee was walking through his work area when he received an electric shock and rendered unconscious.  The employee was not touching any equipment at the time of the incident and coworkers who responded to the incapacitated employee did not witness anything out of the ordinary.  The investigation could not identify what caused the shock. "
2569,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 7:30 a.m. on January 12, 2017, an employee was removing a rack that was jammed on a D stacker machine. The rack shifted and trapped the employee between the D stacker and the railing.  The employee amputated their right ear.  The employee was not hospitalized. "
2570,1/12/2017,,,,V,V,Male,Employee,Poison,"At 7:00 a.m. on January 12, 2017, an employee was overcome by carbon monoxide and was hospitalized.  No further details were provided in the initial report. "
2571,1/12/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 7:30 a.m. on January 12, 2017, an employee was connecting a drawbar to the hitch of a tractor.  The employee put his finger into the screw hole to align the drawbar and a coworker pulled on the bar.  The employee amputated his right index finger.  The employee was not hospitalized. "
2572,1/12/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 6:45 p.m. on January 12, 2017, an employee was driving a stand-up forklift when it struck a rack causing the products stored on the rack, automotive brake rotors and drums, to fall down from the top shelves. The employee received blunt force injuries to the neck and back. The employee died from his injuries the following day. "
2573,1/12/2017,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At approximately 3:58 p.m. on January 12, 2012, an employee inspecting an underwater pipe in a trench drowned. "
2574,1/12/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 2:40 a.m. on January 12, 2017, an employee was completing a Preventive Maintenance Inspection/Servicing on the Dematic Conveyor Unit Number 313800 in the South East corner of the Mezzanine.  The employee got his hand caught in the pulley/belt mechanism.  The employee suffered multiple lacerations and a broken finger as a result of getting his hand caught between the pulley and belt. The employee was hospitalized. "
2575,1/12/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 2:00 p.m. on January 12, 2017, Employee #1, a Septic Tank Technician, bent over and reached down into the motor housing and aerator handle, before losing his balance. He slipped and become trapped, in an inverted position, in an extension riser for almost 26 hours.  With overnight temperatures dropping below 30 degrees Fahrenheit, and Employee #1 wearing only a hooded sweatshirt, shorts, and work boots.  Upon admission into the hospital, he was diagnosed with hypothermia, then placed in a medical induced coma, and then transferred to a rehabilitation facility for dialysis and therapy. "
2576,1/12/2017,,,,V,V,Male,Employee,Laceration,"At 1:30 p.m. on January 12, 2017, an employee was covering a hole when he fell through the hole and landed on the floor 14 feet below.  The employee received contusions, fractures and lacerations. "
2577,1/12/2017,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 1:50 p.m. on January 12, 2017, Employee #1 and Coworker #1, employed by a construction company, were engaged in exterior carpentry work at a multifamily building site.  They were working from a ladder jack scaffold when the scaffold system collapsed.  Employee #1, who fell 10 feet, required treatment for his injuries.  Emergency services were called, and Employee #1 was transported to the hospital.  He was treated for a fractured collarbone and multiple fractured ribs and released without hospitalization. "
2578,1/11/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 10:20 a.m. on January 11, 2017, five employees were working in various sections of the McNeilus Truck-Manufacturing facilities when one of the onsite buildings exploded.  The building was primarily constructed from metal sheets and contained wash bay, a prep area, a paint booth, a baker, and a showroom; and, a refuse truck was in the baker.  The refuse truck was fueled by compressed natural gas and a line that was attached to the natural gas cylinders blew off its fitting and filled the area with natural gas.  The gas ignited and the building exploded, injuring five employees.  Three employees suffered contusions and smoke inhalation while the last two suffered burns over 50% of their bodies.  Four employees were hospitalized. bodies.  Four employees were hospitalized."
2579,1/11/2017,,,,V,V,Male,Employee,Laceration,"On January 11, 2017, an employee was pressing truss plates on the roller press and got his hand caught into the press track.  No definitive description of injuries were provided in initial report other than the employee's hand was crushed.  The employee was hospitalized. "
2580,1/11/2017,,,,V,V,Male,Employee,Laceration,"At 12:15 p.m. on January 11, 2017, an employee was cleaning a flat belt on the 6FX1 gluing machine while it was running.  The employees rag was caught between two pulleys and the rag pulled his right thumb into the pulleys. The employees right thumb was lacerated by the pulleys. The employee was not hospitalized. "
2581,1/11/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At approximately 10:00 a.m. on January 11, 2017, Employee #1 was guiding logs into a trailer from the top side. The logs were placed into the trailer by a logging grapple. While he was working, the grapple struck him, knocking him off the trailer. Employee #1 struck the ground in the fall from the trailer top. He suffered a forehead injury in the collision with the grapple and ground. Employee #1 was transported to a medical center, where he received treatment and was hospitalized. "
2582,1/11/2017,,,,V,V,Male,Employee,Head Trauma,"At approximately 9:00 a.m. on January 11, 2017, an employee climbed out of an aerial lift onto a crane catwalk to access the crows nest to check the collector's shoe during an inspection. The employee stood on a wooden platform made of 0.625 inch plywood.  The plywood cracked and broke in the center and the employee fell 27 feet to the ground landing on his head. The employee had trauma to head and upper extremities and was killed. "
2583,1/11/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:30 a.m. on January 11, 2017, an employee was using a Pem machine to insert a pem.  The employee activated the machine while their thumb was below the ram.  The employee amputated their thumb when cut by the Pem machine ram. The employee was not hospitalized. "
2584,1/11/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 8:15 a.m. on January 11, 2017, Employee #1 was cutting a 10 in. cooling water line within a structure. As he worked, he needed to reposition himself. He released his lanyard and attempted to secure it on an additional anchorage, which was located on top of the cooling water line. Employee #1 failed to connect the lanyard and he fell approximately 30 ft, striking a lower level. Employee #1 suffered multiple injuries in the fall, including fractured wrists, ankle and back. Employee #1 was transported to a medical center, where he received treatment and was hospitalized. "
2585,1/11/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 8:30 p.m. on January 11, 2017, an employee was cleaning a tumbler and caught a finger in the moving portion of the machine.  The employee amputated the tip of his left small finger.  The employee was not hospitalized. "
2586,1/11/2017,,,,V,V,Female,Employee,Serious Fall/Strike,"At approximately 8:45 a.m. on January 11, 2017, Employee #1, a laborer, was renovating an L shaped flat roof that was approximately 26,000 square feet. There was a controlled access zone along the perimeter of the roof. Because of the compromised condition of the existing roof, employees were required to be 100% tied off, even while working within the controlled access zone. The existing roof was comprised of three layers. The bottom layer consisted of gypsum board, which was covered by an asphalt membrane. The asphalt membrane was then covered with gravel. The employer was ripping up the old decking and replacing it with wood decking boards. Employee #1 used a wheelbarrow to transport trash to the edge of the building so it could be dumped in the dumpster below. He did this approximately 15 times that day. The edge of the building was located approximately 17.5 ft away from a fall protection cart that he was tied off to. He had not adjusted the slack in his life line because he was rushing to get his work done and he felt that he could work faster if he didn't adjust the slack. The foreman removed some old decking and instructed Employee #1 to bring the wheel barrow over to collect the debris that was created during the removal. The fall protection cart was located approximately 3.5 ft from the hole that was created by the removal of the old roofing structure. Employee #1 was unaware of, and did not see, the approximately 2 ft wide by 6 ft long hole created by the removal of the old decking. As a result, he fell through the hole and landed on the concrete floor, falling approximately 15.33 ft. Employee #1 suffered multiple injuries in the fall, including a fractured right wrist, bruised knees, damaged back, jaw pain. Employee #1 was transported to a medical center, where he received treatment and was hospitalized. "
2587,1/11/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 8:10 a.m. on January 11, 2017, a Kamatsu excavator had a hydraulic line rupture, causing the bucket to drop on an employee striking the back of his head and neck. The employee suffered from blunt force trauma and was transported to the hospital, where he died. "
2588,1/11/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 7:00 a.m. on January 11, 2017, an employee and a coworker were looking a large tree trunk that was laying semi-horizontally to determine which tree limbs needed to be cut to roll it away from workers.  The employee was struck by the trunk when one of the limbs broke and the trunk rolled onto the employees leg. The employee suffered a fractured left leg and was hospitalized. "
2589,1/11/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 7:00 a.m. on January 11, 2017, an employee was cutting full sheets of plywood.  The employee's fingers were pulled into the saw blade when the saw was kicked out of the plywood board it was cutting.  The employee amputated two middle fingers and was hospitalized. "
2590,1/11/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 7:45 p.m. on January 11, 2017, an employee was on top of a reactor vessel to add a defoaming agent.  The employee fell down and submerged from his waist down in a liquid mixture containing acetic acid, potassium hydroxide, and PM1500.  The employee suffered second degree burns to his waist, buttocks, scrotum, knees, thighs, and feet.  The employee was hospitalized. "
2591,1/11/2017,,,,V,V,Male,Employee,Head Trauma,"At 5:30 p.m. on January 11, 2017, an employee was lowering an elevated platform when the employee stepped backwards and fell to the ground.  The employee suffered six fractured ribs, four fractured vertebra, a bruised lung, a kidney, adrenal gland, and a concussion.  The employee was hospitalized. "
2592,1/11/2017,,,,V,V,Male,Employee,Illness,"At 3:30 p.m. on January 11, 2017, an employee was pulling meat from the conveyor and suffered a hernia. The employee was hospitalized. "
2593,1/11/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 2:15 p.m. on January 11, 2017, an employee was walking into the yard and stopped to look at his phone with his back to a rough terrain forklift that was backing into a parking place.  The operator of the rough terrain forklift had the boom up to see the side mirror, the reverse alarm was activated and the operator was looking back over his shoulder.  The operator never saw the employee. The forklift backed up over the employee. The reverse alarm was operational and very loud. The employee was crushed and killed.	 "
2594,1/11/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 2:40 p.m. on January 11, 2017, an employee was tapping on a valve to get it to turn so he could replace it.  As the employee turned the valve, it dropped off and struck the employees right leg directly below his knee, which had been previously replaced.  The employees leg broke a couple of inches below where the knee had been replaced when struck by the valve.  The employee was hospitalized. "
2595,1/11/2017,,,,V,V,Female,Employee,"Bruising, Contusion","At 1:00 p.m. on January 11, 2017, Employee #1 and Coworkers #1 and #2, employed by a construction company, were part of a pipe crew installing a 6-inch sludge line in an excavated trench at a sewer/water treatment plant. Employee #1 was in the trench, which measured 13 feet 2 inches deep where the work was to be performed.  Coworker #1 was operating a CAT 214 excavator. Coworker #1 used the excavator and a chain to lift an 8-foot by 10-foot, 3,200-pound steel road plate into the trench.  The plate was to be used as protection from shifting soil and cave-ins.  Coworker #1 toed-in the bottom of the plate approximately 2 feet into the soil at the bottom of the trench.  He then moved the excavator away from the trench to reduce the weight on the ground directly adjacent to the trench.  The plate was positioned vertically in the trench for approximately 7 minutes when Employee #1 climbed into the trench.  Coworker #2, the lead man on the crew, was at the top of the trench. He turned away from the trench to pick up a 4-inch by 4-inch steel tube strut to be used as bracing for the steel plate.  Coworker #2 was going to hand the strut down to the laborer for installation.  The steel road plate began tipping over toward Employee #1.  The plate fell on Employee #1, pinning him in the trench between the ground/concrete structure and the plate.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for crushing injuries to his back.   Employee #1 was placed into a medically induced coma while medical personnel monitored the status of his pancreas.  Employee #1 underwent surgery involving vein/artery grafting. "
2596,1/11/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 1:45 a. m. on January 11, 2017, an employee was clearing some wood from the conveyor belt.  The employee's glove was caught by the conveyor belt and pulled his hand into the rollers.  The employee amputated the finger pad from their right hand little finger.  The employee was not hospitalized. "
2597,1/11/2017,,,,V,V,Male,Employee,Laceration,"At 1:45 p.m. on January 11, 2017, an employee stepped off an elevated work platform onto a ladder.  The employee fell from the ladder when it was kicked out from underneath him and lacerated his head during their fall.  The employee was not hospitalized. "
2598,1/11/2017,,,,V,V,Male,Employee,Laceration,"At 1:50 a.m. on January 11, 2017, an employee was cleaning a DNC machine.  The employee reached into the machine while it was running, slipped, and his hand came into contact with the moving dicer.  The employee amputated part of their hand and lacerated the remaining fingers. The employee was hospitalized and treated for his injuries. "
2599,1/11/2017,,,,V,V,Male,Employee,Laceration,"At 1:30 p.m. on January 11, 2017, an employee climbed a 10 foot, Werner-A-Frame Ladder, Model #6310, in the Heating and Refrigeration Plant's, T-3 Bag Room. The employee was inspecting/repairing a heat valve in the ceiling. He lost his balance and fell almost 10 feet to the concrete floor. The employee sustained laceration to the right eye, pain to the left wrist and right knee, per the Chicago Fire Department's EMS report following the incident. "
2600,1/11/2017,,,,V,V,Male,Employee,Laceration,"At 1:15 p.m. on January 11, 2017, Employee #1, employed by a construction company, was working at an agricultural construction site.  He was riding with a material load on a moving elevated work platform.  Employee #1 fell from the platform.  The load also fell and landed on top of him.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple internal injuries. "
2601,1/11/2017,,,,V,V,Male,Employee,Laceration,"At 1:15 p.m. on January 11, 2017, Employee #1, employed by a staffing agency, was working at a construction site.  He was riding with a load in the basket of a fork lift.  Employee #1 and the load fell from the basket.  The load fell onto Employee #1, crushing him.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple internal injuries. "
2602,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","On January 10, 2017, Employee #1, working at a job site, was using a meat slicer to cut meat for a sandwich.  The employee's finger came into contact with the slicer blade.  Emergency services were called, and Employee #1 was transported to the hospital.  He was treated for the partial amputation of a finger and discharged. "
2603,1/10/2017,,,,V,V,Male,Employee,Laceration,"On January 10, 2017, Employee #1, employed by a tool and die casting company, was moving a metal cart that contained zinc ingots.  The cart fell, and Employee #1 was struck by the falling ingots.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for lacerations. "
2604,1/10/2017,,,,V,V,Female,Employee,Head Trauma,"At 11:15 a.m. on January 10, 2017, an employee was unloading a customer order from an elevated height.  The employee fell and suffered a contusion to their head and fractured their right hip. The employee was hospitalized and treated for his injuries. "
2605,1/10/2017,,,,V,V,Male,Employee,Head Trauma,"At 11:15 a.m. on January 10, 2017, an employee was unloading steel pipes from a trailer flatbed platform.  The employee fell from the flatbed trailer and injured their head on ground surface.  The employee was hospitalized and treated for his injuries. "
2606,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 11:00 a.m. on January 10, 2017, an employee was walking and was struck by a standup truck. The employee suffered a fractured right ankle. "
2607,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 11:30 a.m. on January 10, 2017, an employee placed 0.5 inch steel stock into an Ironworker type press and cycled the machine's action.  The employee's finger was caught between stock steel and the Ironworker Press while the cycle ran. The tip of the employee's finger was crushed when it was caught between the stock and the press.  The employee was not hospitalized. "
2608,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 10:15 a.m. on January 10, 2017, Employee #1 had attached a sorting hook to the bottom of a stack of four EFCO forms that measured 4 ft by 4 ft. The forms each weighed 279 pounds. He and a coworker were standing in close proximity to where the forms were being moved. While they were working, three unsecured forms positioned on top of an individually rigged EFCO form slid off. The forms struck both employees who were waiting to release the CM sorting hooks. The one coworker and five other employees near the operation were not injured. Employee #1 suffered injuries to his left leg, including multiple fractures to his tibia and fibula. Employee #1 was transported to a medical center, where he received treatment and was hospitalized. "
2609,1/10/2017,,,,V,V,Male,Employee,Electrocution,"At 10:00 a.m. on January 10, 2017, Employee #1, employed by a utility construction company, was attempting to locate an underground conduit.  He was using a fiberglass duct rod with an attached copper wire.  The rod came into contact with a ground bar inside an energized switch gear.  Employee #1 received an electrical shock.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for the electrical shock and burns to his shoulder and both feet. "
2610,1/10/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 10:35 a.m. on January 10, 2017, an employee was cleaning the platform next to the conveyor belt and picked up a handheld pneumatic chipper that was located on the floor.  The employee was wearing gloves and the employee's right hand came into contact with the conveyor.  The conveyor was in motion and pulled the employee's right hand and forearm into the pinch point at the top of the conveyor.  The employee's injuries consisted of a right hand laceration, fractured his wrist and several fingers, and immobility in the impacted area.  The employee was hospitalized and treated for his injuries. "
2611,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:15 a.m. on January 10, 2017, an employee was using a Patty-O-Matic patty forming machine.  The employee bypassed guard where patties come out and his finger was caught in the machine.  The employee partially amputated the tip of their right middle finger. The employee was not hospitalized. "
2612,1/10/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At approximately 9:30 a.m. on January 10, 2017, Employee #1 was installing an OSB web I-joist as floor framing (an engineered wood floor truss) for the next level of apartments in a multi-story new construction project. The first of the floors was in the process of being framed over the two level parking cast, in the parking structure. Employee #1 was standing on the joist when it rotated and fell out of position on the opposite end where it rested on the stud wall plate. He fell 9.67 ft, striking the floor level below. The floor joists were spaced at 16 in. on center, were 18 in. in depth and spanned 12 ft. Employee #1 suffered contusions on his back and arms and struck his head against the framed interior wall when he fell from the elevated work location. He was transported to a medical center, where he was hospitalized overnight for observation. "
2613,1/10/2017,,,,V,V,Female,Employee,Laceration,"At approximately 9:00 a.m. on January 10, 2017, Employee #1 was hammering nails from an elevated position. He felt his yo-yo lanyard, which was bothering him as he worked. Employee #1 decided to remove the yo-yo lanyard for a moment to hammer a nail. While hammering, he lost his balance and fell from the height. Employee #1 struck the ground, fractured his eye socket and injured both of his wrists. Employee #1 was transported to a medical center, where he received treatment and was hospitalized. "
2614,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:45 a.m. on January 10, 2017, Employee #1, employed by a masonry supplier, was operating a KRB 11H rebar bending machine to bend various types of rebar. He was adjusting a rebar when he stepped on the bending machine's activation pedal.  A finger on his right hand became caught in a rotating part. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for the amputation of a fingertip. During the subsequent investigation, initial information indicated there were no guards at the rebar bending machine's point of entry. "
2615,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:15 a.m. on January 10, 2017, Employee #1, employed by a company that provided forklifts and other material handling products, was working at a conveyor line.  He was attempting to get out from underneath the conveyor line when his middle finger became caught in a rotating sprocket and chain. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for the amputation of his right middle finger. "
